reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share
Japan,C392,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.1233944954128,52.2866107727172,0.470871559633027
Japan,C392,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",10.9515674931129,46.1131997719688,0.464352727272727
Japan,C392,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",11.4176439393939,45.801581229846,0.464318181818182
Japan,C392,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",15.0919899519441,95.889143434316,0.466965137614679
Japan,C392,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",11.2128629476584,44.6985633204633,0.464352727272727
Japan,C392,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",13.0313455657492,62.018157595079,0.474234862385321
Japan,C392,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",17.8047162698413,100.229454297516,0.4338
Japan,C392,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",10.9515674931129,,0.464352727272727
Japan,C392,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.3303440366972,53.336951848054,0.474234862385321
Japan,C392,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.2131345565749,54.3760239071935,0.474234862385321
Japan,C392,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.3726681957186,53.9412439303682,0.474234862385321
Japan,C392,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.3641590214067,55.4077948861269,0.470871559633027
Japan,C392,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.2168960244648,57.3788056346441,0.474234862385321
Japan,C392,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",11.8005963302752,48.5848445351776,0.470871559633027
Japan,C392,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",15.4008703703704,83.7885553855594,0.442868888888889
Japan,C392,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.6976681957186,61.8217329049434,0.474234862385321
"United States of America",C840,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.2625382262997,5.35054914873483,0.313455963302752
"United States of America",C840,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.49920925925926,4.25002269902182,0.312963333333333
"United States of America",C840,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.17592354740061,4.30471342011353,0.313455963302752
"United States of America",C840,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.63434259259259,4.30122736153735,0.312963333333333
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.24836060606061,5.572163937314,0.310606363636364
"United States of America",C840,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.17592354740061,4.72579429512027,0.313455963302752
"United States of America",C840,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.32142201834862,4.80658579912407,0.313455963302752
"United States of America",C840,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.24836060606061,,0.310606363636364
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.57111162079511,4.96353720888564,0.313455963302752
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.28231804281346,4.92528845921405,0.313455963302752
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.15631666666667,4.93878414410161,0.310606363636364
"United States of America",C840,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.47795565749235,4.41824886437216,0.313455963302752
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.35037614678899,5.18273816898794,0.313455963302752
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.45112232415902,5.5015691452084,0.313455963302752
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.10267575757576,5.41641627769788,0.310606363636364
"United States of America",C840,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",2.2053501529052,4.84090165270839,0.313455963302752
"European Union",U918,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.4625817683845,25.8261400986687,0.289377064220183
"European Union",U918,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",10.035139136857,33.471334542623,0.289377064220183
"European Union",U918,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",17.2565799590318,46.3758387745352,0.289377064220183
"European Union",U918,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",17.0221814112655,34.4191597389388,0.286746363636364
"European Union",U918,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",16.802636826305,34.0065322488611,0.286746363636364
"European Union",U918,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",21.75596156759,42.3460317491925,0.250248888888889
"European Union",U918,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",17.6874781406158,40.1545542609119,0.289377064220183
"European Union",U918,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",17.7955382161162,46.7372893567038,0.289377064220183
"European Union",U918,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",18.3920181067658,40.3680455178498,0.288612844036697
"European Union",U918,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",12.3603856642847,25.992385493717,0.289377064220183
"European Union",U918,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",13.6840949610995,30.4616923049495,0.286746363636364
"European Union",U918,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",11.685095651036,32.8765741400698,0.289377064220183
"European Union",U918,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",22.0738379396203,41.7204581302949,0.250248888888889
"European Union",U918,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",18.0776418464308,46.0334231947363,0.289377064220183
"European Union",U918,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A,"Live animals and meat",14.7821919242837,41.8567864254216,0.289377064220183
China,C156,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.60427591276648,7.93522151618678,0
China,C156,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.62955935846561,8.06781039422479,0
China,C156,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.62955935846561,7.89045298831398,0
China,C156,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.48412561576355,8.29146368827292,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.98653628117914,6.40826796359406,0
China,C156,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.62955935846561,7.91438995581825,0
China,C156,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.9797335600907,6.30430807316369,0.000850340136054422
China,C156,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.64389573070608,8.41724477253128,0
China,C156,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.6278232473545,8.03627361561825,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.9797335600907,6.43315074233102,0.000850340136054422
China,C156,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.62955935846561,7.79432183595246,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.60656293392142,7.95422797308618,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.98653628117914,,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.98642081189251,6.61380590628007,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.98642081189251,6.46518368541547,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.98067467124071,6.30047741384198,0
India,C356,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.97386759581881,9.91132250544061,0
India,C356,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,13.3268211451247,13.8603233009994,0
India,C356,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.97427101200686,9.87775810690949,0
India,C356,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,23.1462585034014,22.0631642748681,0
India,C356,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.98248686514886,9.88768127091099,0
India,C356,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.97386759581881,9.88415166294678,0
India,C356,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,23.138936535163,22.0577833208418,0
India,C356,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,23.1903945111492,22.4939808733332,0
India,C356,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,12.3395387917072,12.2975211025657,0
India,C356,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,23.1732418524871,22.3921752302996,0
India,C356,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.97386759581881,9.91407654161559,0
India,C356,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,23.1903945111492,22.274083753764,0
India,C356,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.97386759581881,9.88697626887116,0
India,C356,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.97395833333333,9.84731006857881,0
India,C356,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,9.45258620689655,8.95763320752051,0
Japan,C392,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.31980654761905,5.79809673299591,0.0776913194444444
Japan,C392,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.32419995099241,5.64977572673198,0.078473756432247
Japan,C392,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.29690149473169,5.52153988758627,0.0813037735849056
Japan,C392,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.31980654761905,5.69663156696386,0.0776913194444444
Japan,C392,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.29690149473169,5.53175974451781,0.0813037735849056
Japan,C392,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.31140845648605,5.80566694030495,0.0771555172413793
Japan,C392,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.29894551988892,5.6263986927077,0.0808749571183533
Japan,C392,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.28303895367672,5.75061316997769,0.0840137755102041
Japan,C392,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.41172454844007,5.96588962560865,0.0702589655172414
Japan,C392,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.29894551988892,5.70534900124846,0.0808749571183533
Japan,C392,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.31820064484128,5.85388378514143,0.0776913194444444
Japan,C392,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.31980654761905,5.6661248314319,0.0776913194444444
Japan,C392,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.31980654761905,5.66822736527762,0.0776913194444444
Japan,C392,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.28377591512796,5.58847400548517,0.0840137755102041
Japan,C392,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.28303895367672,5.85302178422894,0.0840137755102041
Japan,C392,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,5.28303895367672,,0.0840137755102041
"United States of America",C840,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.9525217948718,,0.15042806122449
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.92864643293215,7.11554699081875,0.15042806122449
"United States of America",C840,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.98227201299858,7.18771963932396,0.150211805555556
"United States of America",C840,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,8.00376808826273,7.51486890949857,0.150115277777778
"United States of America",C840,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.98227201299858,7.1141180494411,0.150211805555556
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.97517293531212,7.37336155777735,0.150051972555746
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.9728649243838,6.0518282743346,0.150051972555746
"United States of America",C840,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.97192819130555,7.40246046493887,0.150051972555746
"United States of America",C840,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.97733923165955,7.09459463153028,0.150211805555556
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.95209444444445,7.089628534647,0.15042806122449
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.94070248374075,7.17615997197099,0.15042806122449
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.96662462223312,7.24208584161501,0.150051972555746
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.96886504533203,6.94199690676602,0.150051972555746
"United States of America",C840,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,8.00861750958458,7.17169623554755,0.149186896551724
"United States of America",C840,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,8.00306264367816,7.22876363619124,0.149186896551724
"United States of America",C840,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,7.9809592681624,7.17209146670527,0.150211805555556
"European Union",U918,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.57664167718855,7.03240446264218,0.0196758680555556
"European Union",U918,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.57664167718855,7.07819227407354,0.0196758680555556
"European Union",U918,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.55964388785817,6.96473140762529,0.019841156462585
"European Union",U918,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.55961451247165,6.94026730931316,0.019841156462585
"European Union",U918,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.56748817506107,7.31437690267262,0.020011320754717
"European Union",U918,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.56748817506107,7.07437134247284,0.020011320754717
"European Union",U918,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.56667342377462,7.01422550671787,0.020011320754717
"European Union",U918,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.57664167718855,7.10551155333726,0.0196758680555556
"European Union",U918,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.56748817506107,7.04459655172789,0.020011320754717
"European Union",U918,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.58483437826541,7.06743327033232,0.0195401724137931
"European Union",U918,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.57664167718855,7.07666645362732,0.0196758680555556
"European Union",U918,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.55964388785817,6.89744006949633,0.019841156462585
"European Union",U918,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.57687315867003,6.99722377766716,0.0196758680555556
"European Union",U918,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.56748817506107,7.03089964883776,0.020011320754717
"European Union",U918,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P,Textiles,6.58483437826541,7.02227256508098,0.0195401724137931
China,C156,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,35.2407553212539,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,35.8883495822097,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,35.2460606491814,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,35.4816906875484,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,33.7630435292485,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,,0
China,C156,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,33.4047022700149,0
China,C156,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,38.7040547609941,0
China,C156,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,37.7532457828235,0
China,C156,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,35.2715462399081,0
China,C156,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,36.6474099555764,0
China,C156,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.22,34.2362284630814,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,35.1374912413273,0
China,C156,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.03,38.2273288279022,0
China,C156,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,38.0191207764165,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",17.23,35.3914253323719,0
India,C356,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.8,4.01660187804613,0.32
India,C356,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.8,4.40536950713731,0.32
India,C356,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",10.5236363636364,7.61027871582512,0.16
India,C356,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.6,3.59657522351383,0.32
India,C356,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",27.2,26.0864729620005,0
India,C356,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",27.2,26.1645016795291,0
India,C356,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",11.2,11.6441721645779,0.04
India,C356,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.4,2.78567661439849,0.32
India,C356,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",9.4,5.02662271847067,0.16
India,C356,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",26.8,25.9608300870709,0
India,C356,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.2,3.66949382977273,0.32
India,C356,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",26.8,25.7084767575648,0
India,C356,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.6,2.17984657638872,0.32
India,C356,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",27.2,25.9243596834844,0
India,C356,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.6,2.26250543545794,0.32
Japan,C392,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",9.68752727272727,12.9577678169295,0.96182
Japan,C392,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",10.14704,8.46550714207004,0.928
Japan,C392,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",9.14769090909091,10.2779873381773,0.96182
Japan,C392,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",12.31984,7.49570974506452,0.928
Japan,C392,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",6.50342222222222,5.679397603402,0.962224
Japan,C392,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",11.10112,6.62099171212304,0.928
Japan,C392,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",10.68624,8.41687428480568,0.928
Japan,C392,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",9.67956363636364,7.48710554832834,0.96182
Japan,C392,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",8.49218181818182,11.0176953536685,0.96182
Japan,C392,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",11.69768,7.60630232091351,0.928
Japan,C392,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",6.64455555555555,5.84507939272024,0.962224
Japan,C392,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",12.79048,10.1309298030569,0.928
Japan,C392,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",10.14704,,0.928
Japan,C392,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",7.88829090909091,9.61642850506779,0.96182
Japan,C392,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",6.46362222222222,7.052821860991,0.962224
Japan,C392,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",12.75384,9.54531841389871,0.928
"United States of America",C840,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",2.06928047619048,2.32037315069576,0.53448
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",2.18903857142857,1.23257432016666,0.53448
"United States of America",C840,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",2.20928380952381,3.27197796208417,0.53448
"United States of America",C840,2016,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.98627523809524,2.60678727032061,0.53448
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.7018280952381,1.12286048175926,0.53448
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.66694857142857,1.58608388985032,0.53448
"United States of America",C840,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.61172333333333,,0.53448
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.84189285714286,1.71387719734748,0.53448
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.61172333333333,1.35489475862628,0.53448
"United States of America",C840,2013,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.79686380952381,2.25409839429434,0.53448
"United States of America",C840,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.79686380952381,2.74828755918729,0.53448
"United States of America",C840,2011,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.56758952380952,1.12675922746759,0.53448
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.48057619047619,1.25515326283088,0.53448
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.72023666666667,0.994821801683104,0.53448
"United States of America",C840,2010,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.76675952380952,2.76073140154866,0.53448
"United States of America",C840,2012,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",1.91637380952381,2.52377722087465,0.53448
"European Union",U918,2017,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",0,0,1
"European Union",U918,2014,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",0,0,1
"European Union",U918,2015,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",0,0,1
"European Union",U918,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",0,0,1
"European Union",U918,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",0,0,1
"European Union",U918,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I,"Cotton, silk and wool",0,0,1
